FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,mrkt_frqcy,mrkt_setnm,prdct_desc,mrkt_gds_o,mrkt_type,source,market_nam,mrkt_mon,mrkt_tue,mrkt_wed,mrkt_thur,mrkt_fri,mrkt_sat,mrkt_sun,mrkt_days,set_type,x,y
8828,82f313a7-7f07-40ce-b3ae-106df9be5540,111692,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Boi,BA0304,Bogoro,5003,Bauchi,BA, ,Kasuwan Boi, , , ,OSGOF,Kasuwan Boi, , , , , , , ,0,BUA,9.50215999978423,9.56132000031783
8829,effcf128-ca5d-468c-89cf-1c0a7c2f53b7,111691,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kangere,BA0216,Bauchi,5002,Bauchi,BA, ,Kasuwan Bishi, , , ,OSGOF,Kasuwan Bishi, , , , , , , ,0,BUA,10.0948299996048,10.2536699995709
8830,62df0711-084d-4beb-ab16-e9d7169579ed,111690,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kangere,BA0216,Bauchi,5002,Bauchi,BA, ,Kasuwan Balansi, , , ,OSGOF,Kasuwan Balansi, , , , , , , ,0,HA,10.0597600002239,10.1606299996748
8831,f19738c3-b11f-4af9-80b3-77726d502273,111689,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Mun-Munsal,BA0205,Bauchi,5002,Bauchi,BA, ,Kasuwan Yola Doka, , , ,OSGOF,Kasuwan Yola Doka, , , , , , , ,0,BUA,10.0362899997837,10.0748099999815
8832,84cda1f7-d896-4ae3-ba00-5d8abcbbbeb3,111688,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Mun-Munsal,BA0205,Bauchi,5002,Bauchi,BA, ,Kasuwan Gwambara, , , ,OSGOF,Kasuwan Gwambara, , , , , , , ,0,HA,9.99907000018044,10.0151299997497
8833,6688039b-9102-4cd6-8383-d8bb3e9292b5,111687,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kangere,BA0216,Bauchi,5002,Bauchi,BA, ,Kasuwan Kangere, , , ,OSGOF,Kasuwan Kangere, , , , , , , ,0,BUA,9.99574999996258,10.2610099999116
8834,37864d75-7001-4147-b81f-d67728d308ea,111686,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Mun-Munsal,BA0205,Bauchi,5002,Bauchi,BA, ,Kasuwan Bajama, , , ,OSGOF,Kasuwan Bajama, , , , , , , ,0,HA,9.98318000035675,10.0020099999616
8835,2fe6d17d-b2e9-4dc3-bb80-7f3d517d40e2,111685,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gwaskwaram,BA0214,Bauchi,5002,Bauchi,BA, ,Kasuwan Dagun, , , ,OSGOF,Kasuwan Dagun, , , , , , , ,0,HA,9.9551599996343,10.0783499995529
8836,ff5d536a-1dec-444f-86b8-e49fc8bcc8a1,111684,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Mun-Munsal,BA0205,Bauchi,5002,Bauchi,BA, ,Kasuwan Jauro, , , ,OSGOF,Kasuwan Jauro, , , , , , , ,0,BUA,9.93862999997458,9.96243000034428
8837,12ac69a3-e076-4480-b5ee-df88e2c7392c,111683,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yamrat,BA0220,Bauchi,5002,Bauchi,BA, ,Kasuwan Don, , , ,OSGOF,Kasuwan Don, , , , , , , ,0,HA,9.90761999986313,10.1513000001949
8838,7fde3892-5e44-4407-b43d-4879bad5b0dc,111682,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yamrat,BA0220,Bauchi,5002,Bauchi,BA, ,Kasuwan Luda, , , ,OSGOF,Kasuwan Luda, , , , , , , ,0,BUA,9.87502000017292,10.047060000019
8839,bb5d29bb-e0b3-4ad4-9db8-43d88986c33a,111681,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Dan Dango,BA0206,Bauchi,5002,Bauchi,BA, ,Kasuwan Kir, , , ,OSGOF,Kasuwan Kir, , , , , , , ,0,HA,9.87405999996906,10.1543800001369
8840,6ee4efda-d24a-4559-8c63-4d348543e62b,111680,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Dan Dango,BA0206,Bauchi,5002,Bauchi,BA, ,Kasuwan Gudum, , , ,OSGOF,Kasuwan Gudum, , , , , , , ,0,BUA,9.85335000000254,10.2689700000655
8841,309d5760-cc81-4857-9032-88ef3f46aaf9,111679,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yamrat,BA0220,Bauchi,5002,Bauchi,BA, ,Kasuwan Lekka, , , ,OSGOF,Kasuwan Lekka, , , , , , , ,0,HA,9.83740000010999,10.0665500003823
8842,83060cac-86e6-4601-94cb-3e34ec0bda61,111678,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Zungur,BA0204,Bauchi,5002,Bauchi,BA, ,Kasuwan Targal Fulani, , , ,OSGOF,Kasuwan Targal Fulani, , , , , , , ,0,HA,9.83276999973577,9.98702000027282
8843,cc080813-383e-4399-ad29-9732b1b18a5a,111677,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Dan Dango,BA0206,Bauchi,5002,Bauchi,BA, ,Kasuwan Dan Dango, , , ,OSGOF,Kasuwan Dan Dango, , , , , , , ,0,HA,9.8214100001714,10.2143300002294
8844,c7d90c8d-7e85-4a5f-886f-3f1c586b6ec0,111676,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yamrat,BA0220,Bauchi,5002,Bauchi,BA, ,Kasuwan Hausawa, , , ,OSGOF,Kasuwan Hausawa, , , , , , , ,0,HA,9.81281999974323,10.1070500001574
8845,00cbd870-4a68-4b8c-b142-b124aba91c2d,111675,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Liman Katagum,BA0217,Bauchi,5002,Bauchi,BA, ,Kasuwan Rumba, , , ,OSGOF,Kasuwan Rumba, , , , , , , ,0,HA,9.79949000016342,10.1551899997187
8846,be079171-7fc5-45f8-817d-3d05b3ae0537,111674,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birshi,BA0207,Bauchi,5002,Bauchi,BA, ,Kasuwan Yelwan Tudu, , , ,OSGOF,Kasuwan Yelwan Tudu, , , , , , , ,0,BUA,9.79569999985517,10.2742000002299
8847,d7b4cf67-0968-47af-9cec-8daf21d740d9,111673,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birshi,BA0207,Bauchi,5002,Bauchi,BA, ,Kasuwan Gwallameji, , , ,OSGOF,Kasuwan Gwallameji, , , , , , , ,0,BUA,9.77630999960684,10.251420000133
8848,aee41f78-05a6-46bd-9d2b-44523ec4ce28,111672,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birshi,BA0207,Bauchi,5002,Bauchi,BA, ,Kasuwan Bayara, , , ,OSGOF,Kasuwan Bayara, , , , , , , ,0,BUA,9.72956000029382,10.2145199999981
8849,ebe52855-7d49-42be-be7d-1f35c6ed5cf8,111671,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birshi,BA0207,Bauchi,5002,Bauchi,BA, ,Kasuwan Tashen Mai Alewa, , , ,OSGOF,Kasuwan Tashen Mai Alewa, , , , , , , ,0,HA,9.69943000029434,10.1790300001344
8850,274c5792-4b49-40fd-bdf3-9036aef11ac7,111670,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Liman Katagum,BA0217,Bauchi,5002,Bauchi,BA, ,Kasuwan Mararaban Liman Katagum, , , ,OSGOF,Kasuwan Mararaban Liman Katagum, , , , , , , ,0,BUA,9.66286000008898,10.106580000067
8851,6be259d8-d21e-4824-b5aa-6fdc0e1ca9de,111669,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gwana,BA0111,Alkaleri,5001,Bauchi,BA, ,Kasuwan Gobirawa, , , ,OSGOF,Kasuwan Gobirawa, , , , , , , ,0,BUA,10.9528699999506,9.69167999993209
8852,ec3e9707-e723-4b05-a3a8-37a0aa0b5a14,111668,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Futuk East,BA0109,Alkaleri,5001,Bauchi,BA, ,Kasuwan Futuk, , , ,OSGOF,Kasuwan Futuk, , , , , , , ,0,BUA,10.8991700002953,9.83362000026284
8853,fa8a0390-5147-4555-80c0-70ebca65ab84,111667,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yalo 1,BA0110,Alkaleri,5001,Bauchi,BA, ,Kasuwan Faruqu, , , ,OSGOF,Kasuwan Faruqu, , , , , , , ,0,BUA,10.8712299996648,9.74783999971629
8854,b7c44100-2908-4c2f-b4a8-f67a846d8c58,111666,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yalo 1,BA0110,Alkaleri,5001,Bauchi,BA, ,Kasuwan Yalo, , , ,OSGOF,Kasuwan Yalo, , , , , , , ,0,BUA,10.8136700000705,9.73937999988715
8855,d8b2b916-a9eb-4103-b1ac-f1a91d361270,111665,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yalo 2,BA0118,Alkaleri,5001,Bauchi,BA, ,Kasuwan Yalwan Alkaleri, , , ,OSGOF,Kasuwan Yalwan Alkaleri, , , , , , , ,0,BUA,10.7907400002509,9.69910000036475
8856,1d9f6370-8dcb-4e04-aad9-a09abba8eff8,111664,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Maimadi,BA0105,Alkaleri,5001,Bauchi,BA, ,Kasuwan Maimadi, , , ,OSGOF,Kasuwan Maimadi, , , , , , , ,0,BUA,10.7875600001939,10.1674300002943
8857,614e2e5f-88ea-46cb-9a12-e52e0a636219,111663,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gwana,BA0111,Alkaleri,5001,Bauchi,BA, ,Kasuwan Ruga, , , ,OSGOF,Kasuwan Ruga, , , , , , , ,0,BUA,10.7301300002993,9.51024000007601
8858,59777f13-59d9-405a-b08a-104689f4d348,111662,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Maimadi,BA0105,Alkaleri,5001,Bauchi,BA, ,Kasuwan Kaimawa, , , ,OSGOF,Kasuwan Kaimawa, , , , , , , ,0,BUA,10.7193699996258,10.1804900000135
8859,06006526-4d6c-4f4e-97c5-b0e920c99855,111661,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Pali East,BA0102,Alkaleri,5001,Bauchi,BA, ,Kasuwan Machiyar Maje, , , ,OSGOF,Kasuwan Machiyar Maje, , , , , , , ,0,BUA,10.6254499996178,10.0574899998637
8860,12e53caf-0a4c-4da9-8793-8881b1b15c3e,111660,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Pali East,BA0102,Alkaleri,5001,Bauchi,BA, ,Kasuwan Garin Na Allah, , , ,OSGOF,Kasuwan Garin Na Allah, , , , , , , ,0,BUA,10.6235999997402,10.2216899996938
8861,80682354-87ab-47e1-ac88-faf348e68364,111659,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Pali East,BA0102,Alkaleri,5001,Bauchi,BA, ,Kasuwan Garin Ladan, , , ,OSGOF,Kasuwan Garin Ladan, , , , , , , ,0,BUA,10.6229399998811,10.1581899995689
8862,cd7c0046-9749-4cc2-b267-43fb2ce5a6f2,111658,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Pali East,BA0102,Alkaleri,5001,Bauchi,BA, ,Kasuwan Kwala, , , ,OSGOF,Kasuwan Kwala, , , , , , , ,0,BUA,10.6062300000145,10.0346400001359
8863,e82921d8-0af4-4388-b370-6c10e2466397,111657,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yuli,BA0119,Alkaleri,5001,Bauchi,BA, ,Kasuwan Yuli, , , ,OSGOF,Kasuwan Yuli, , , , , , , ,0,BUA,10.2738399998162,9.69662000021287
8864,9f9988ff-213f-4fb2-bec9-90a15b571aba,111656,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yuli,BA0119,Alkaleri,5001,Bauchi,BA, ,Kasuwan Gajin Duguri, , , ,OSGOF,Kasuwan Gajin Duguri, , , , , , , ,0,BUA,10.195780000047,9.7024500001674
8865,de391817-9272-41c0-bafc-e864bd8e89f5,111655,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gwaram B,BA0114,Alkaleri,5001,Bauchi,BA, ,Kasuwan Gokaru, , , ,OSGOF,Kasuwan Gokaru, , , , , , , ,0,BUA,10.1839300003693,10.1764899999136
8866,6f4a0a8a-3281-4471-9d07-6f4f0c5910a6,111654,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Dan,BA0106,Alkaleri,5001,Bauchi,BA, ,Kasuwan Yalwan Duguri, , , ,OSGOF,Kasuwan Yalwan Duguri, , , , , , , ,0,BUA,10.183240000026,9.96360999990162
8867,477e7c79-1217-44c7-9eb0-423d05791951,111653,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birim Gigyara,BA0107,Alkaleri,5001,Bauchi,BA, ,Kasuwan Bartak, , , ,OSGOF,Kasuwan Bartak, , , , , , , ,0,HA,10.0989200002579,10.0535800003168
8868,9302bc42-b93f-4850-9402-6a75daa3ad33,111652,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birim Gigyara,BA0107,Alkaleri,5001,Bauchi,BA, ,Kasuwan Gwar Tam Bali, , , ,OSGOF,Kasuwan Gwar Tam Bali, , , , , , , ,0,HA,9.99269999960535,9.95039999956037
8869,b7b3a5b5-e482-4b81-ac46-462dae084519,111651,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birim Gigyara,BA0107,Alkaleri,5001,Bauchi,BA, ,Kasuwan Gigyara, , , ,OSGOF,Kasuwan Gigyara, , , , , , , ,0,HA,9.91597999957736,9.88306999998059
8870,54cebe76-83ed-4d05-885e-dfcfcf5d471b,111650,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Birim Gigyara,BA0107,Alkaleri,5001,Bauchi,BA, ,Kasuwan Gwaljarandi Fulani, , , ,OSGOF,Kasuwan Gwaljarandi Fulani, , , , , , , ,0,HA,9.89224999973777,9.85351000018642
8871,7d0977a7-071a-4144-a196-d1e1977157f8,111649,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Karkarna,JI2706,Yankwashi,18019,Jigawa,JI, ,Kasuwar Karkarna, , , ,OSGOF,Kasuwar Karkarna, , , , , , , ,0,BUA,8.50899999975024,12.7669000003348
8872,5b2e7a84-a5a1-4e88-96ea-873107b35b6c,111648,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Danladi,JI2504,Sule Tankarkar,18030,Jigawa,JI, ,Kasuwar Danladin Gumel, , , ,OSGOF,Kasuwar Danladin Gumel, , , , , , , ,0,BUA,9.25485999978923,12.5285199997982
8873,eb815bdc-cb21-467c-a26b-a6645eb086f5,111647,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Albasu,JI2501,Sule Tankarkar,18030,Jigawa,JI, ,Kasuwar Albasu, , , ,OSGOF,Kasuwar Albasu, , , , , , , ,0,BUA,9.07561999976321,12.5786900003433
8874,355d108c-8abb-4b1d-bd55-c3f90ec65801,111646,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Yandutse,JI2310,Ringim,18020,Jigawa,JI, ,Kasuwar Yandutse, , , ,OSGOF,Kasuwar Yandutse, , , , , , , ,0,BUA,9.2436200003628,12.1919300001694
8875,b9ac06f1-c900-4420-9604-acb133b79354,111645,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Sintilmawa,JI2308,Ringim,18020,Jigawa,JI, ,Kasuwar Shafar, , , ,OSGOF,Kasuwar Shafar, , , , , , , ,0,BUA,9.22610000001504,12.1070099997117
8876,0ab5d581-53b4-4be2-900e-d7514031e432,111644,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Tofa,JI2309,Ringim,18020,Jigawa,JI, ,Kasuwar Gasakole, , , ,OSGOF,Kasuwar Gasakole, , , , , , , ,0,BUA,9.00445999982918,12.1457599997242
8877,9433bec0-ccf1-4d42-aa27-4b1353bf2e2b,111643,6/30/2017 12:00:00 AM,racheal.olarewaju, ,San Sani,JI2208,Miga,18014,Jigawa,JI, ,Kasuwar Gyatuma, , , ,OSGOF,Kasuwar Gyatuma, , , , , , , ,0,BUA,9.80610000011495,12.2299400002309
8878,fe767200-8e47-414f-a6be-011c40997aa7,111642,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Dangyatin,JI2201,Miga,18014,Jigawa,JI, ,Kasuwar Dangyatin, , , ,OSGOF,Kasuwar Dangyatin, , , , , , , ,0,BUA,9.72258000036675,12.1739100001465
8879,e515c730-845a-40b0-86d4-2828e2c5095b,111641,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Dunari,JI2102,Malam Madori,18017,Jigawa,JI, ,Kasuwar Dunari, , , ,OSGOF,Kasuwar Dunari, , , , , , , ,0,BUA,9.87332000001805,12.5630700003803
8880,4b6500da-c4cb-455b-bfc2-a1c2801a875d,111640,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Maigatari Arewa,JI2008,Maigatari,18023,Jigawa,JI, ,Kasuwar International, , , ,OSGOF,Kasuwar International, , , , , , , ,0,BUA,9.4437699996858,12.8126300002743
8881,8ff8b052-d027-4269-a05d-9c5f37cbad35,111639,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Marma,JI1807,Kiri Kasama,18007,Jigawa,JI, ,Kasuwar Marma, , , ,OSGOF,Kasuwar Marma, , , , , , , ,0,BUA,10.342100000015,12.6574900000635
8882,3a99c012-d994-4b9e-b289-5050d8f0532b,111638,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Madachi,JI1806,Kiri Kasama,18007,Jigawa,JI, ,Kasuwar Madachi, , , ,OSGOF,Kasuwar Madachi, , , , , , , ,0,BUA,10.2058100003313,12.578120000138
8883,ed7b4883-7e81-4abf-a749-b73adeca3786,111637,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kiri Kasama,JI1805,Kiri Kasama,18007,Jigawa,JI, ,Kasuwar Kirikasamma, , , ,OSGOF,Kasuwar Kirikasamma, , , , , , , ,0,BUA,10.2538699998007,12.6933299998797
8884,767d99b3-fc8e-418d-b764-452bf90d492b,111636,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Bulunchai,JI1802,Kiri Kasama,18007,Jigawa,JI, ,Kasuwar Dilmari, , , ,OSGOF,Kasuwar Dilmari, , , , , , , ,0,BUA,10.2007200003278,12.6133800001869
8885,81663252-4434-43c1-809e-f9da4dc0fae1,111635,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Baturiya,JI1801,Kiri Kasama,18007,Jigawa,JI, ,Kasuwar Baturiya, , , ,OSGOF,Kasuwar Baturiya, , , , , , , ,0,BUA,10.3181600003838,12.4563700000755
8886,beec42f2-fae7-4abf-8fb4-dbde7b4a6b5f,111634,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kanti,JI1706,Kazaure,18010,Jigawa,JI, ,Kasuwar Kanti, , , ,OSGOF,Kasuwar Kanti, , , , , , , ,0,BUA,8.40891999985814,12.6471800003568
8887,ce669960-907c-4918-9d63-25560eba3495,111633,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gada,JI1705,Kazaure,18010,Jigawa,JI, ,Kasuwar Gada, , , ,OSGOF,Kasuwar Gada, , , , , , , ,0,BUA,8.454520000098,12.5961099996768
8888,92257958-8389-48c5-a5e3-81da5ab9e794,111632,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Majawa,JI1507,Kafin Hausa,18027,Jigawa,JI, ,Kasuwar Shakato, , , ,OSGOF,Kasuwar Shakato, , , , , , , ,0,BUA,10.0993700003253,12.1806699998207
8889,b38fb31e-17eb-4056-8149-153b8ad16ffe,111631,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Ruba,JI1509,Kafin Hausa,18027,Jigawa,JI, ,Kasuwar Ruba, , , ,OSGOF,Kasuwar Ruba, , , , , , , ,0,BUA,9.94447999995208,11.9771699997957
8890,e62d630c-2b7e-4725-9826-42e4f9ba8524,111630,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Mezan,JI1508,Kafin Hausa,18027,Jigawa,JI, ,Kasuwar Kwatalo, , , ,OSGOF,Kasuwar Kwatalo, , , , , , , ,0,BUA,10.1644899996139,12.3068000004197
8891,5a1441d9-af47-4996-b054-4c91b9f74fe0,111629,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kafin Hausa,JI1505,Kafin Hausa,18027,Jigawa,JI, ,Kasuwar Kafin Hausa, , , ,OSGOF,Kasuwar Kafin Hausa, , , , , , , ,0,BUA,9.91083999996607,12.2372799996723
8892,b7ce652e-5d8c-48d3-aa69-29efc8402a7a,111628,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Jabbo,JI1504,Kafin Hausa,18027,Jigawa,JI, ,Kasuwar Jabo, , , ,OSGOF,Kasuwar Jabo, , , , , , , ,0,BUA,10.0584599996293,12.2967399996513
8893,fb2f5014-bab3-4ede-b7cf-7c32eeb81ff4,111627,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Bulangu,JI1501,Kafin Hausa,18027,Jigawa,JI, ,Kasuwar Bulangu, , , ,OSGOF,Kasuwar Bulangu, , , , , , , ,0,BUA,10.1075200002479,12.088980000127
8894,de33677b-aa4a-40a2-9d9f-110791d56cbc,111626,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Kale,JI1410,Jahun,18026,Jigawa,JI, ,Kasuwar Kale, , , ,OSGOF,Kasuwar Kale, , , , , , , ,0,BUA,9.32488000021186,12.0965599998441
8895,671de61a-a98f-46aa-8f14-3abc14876676,111625,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gangawa,JI1402,Jahun,18026,Jigawa,JI, ,Kasuwar Kada Wawa, , , ,OSGOF,Kasuwar Kada Wawa, , , , , , , ,0,BUA,9.79698000042674,11.9923500001524
8896,466e1dd4-69d0-4cd4-a53b-122a928dc36b,111624,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Gunka,JI1404,Jahun,18026,Jigawa,JI, ,Kasuwar Gunka, , , ,OSGOF,Kasuwar Gunka, , , , , , , ,0,BUA,9.3652399998262,12.1426300001744
8897,69cb7e4b-25fc-4ec9-83bb-87ef06a2c6ef,111623,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Jahun,JI1409,Jahun,18026,Jigawa,JI, ,Kasuwar Achau, , , ,OSGOF,Kasuwar Achau, , , , , , , ,0,BUA,9.62423000021437,12.0757000001549
8898,23632b28-b321-417e-9e62-e54d726f6f2c,111622,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Majema,JI1306,Hadejia,18011,Jigawa,JI, ,Kasuwar Dubantu, , , ,OSGOF,Kasuwar Dubantu, , , , , , , ,0,BUA,10.0378600002389,12.4493500001025
8899,0ad734b1-928b-4100-8d72-fc4e72c073d3,111621,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Darina,JI1203,Gwiwa,18009,Jigawa,JI, ,Kasuwar Dandana Maraganta, , , ,OSGOF,Kasuwar Dandana Maraganta, , , , , , , ,0,BUA,8.26935999956436,12.7726500001974
8900,ab50f761-f18a-42b5-91ce-b7e13f53fca8,111620,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Zungumba,JI2710,Yankwashi,18019,Jigawa,JI, ,Kasuwar Firji, , , ,OSGOF,Kasuwar Firji, , , , , , , ,0,BUA,8.40089999963533,12.7478699996008
8901,c26236ae-547e-4862-b403-85338e51f473,111619,6/30/2017 12:00:00 AM,racheal.olarewaju, ,Sara,JI1109,Gwaram,18008,Jigawa,JI, ,Kasuwar Sara, , , ,OSGOF,Kasuwar Sara, , , , , , , ,0,BUA,9.65459999959035,11.3480400003458
8902,4212cd5e-9290-4120-84f8-f7f968048c2a,111331,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Tamawa,KN3310,Rimin Gado,20005,Kano,KN, ,Maigari, , , ,eHA_Polio,Maigari Market,No,No,No,No,Yes,No,No,1,HA,8.33330000019492,11.9203999997602
8903,2c3197ac-6283-4bcf-97d1-0bfd33804f32,111330,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Gwarmai,KN2603,Kunchi,20042,Kano,KN, ,Kasuwar Kargon Kunchi, , , ,eHA_Polio,Kasuwar Kargon Kunchi,No,No,No,No,No,Yes,Yes,1,HA,8.31390000038476,12.4025999998901
8904,70da254c-dd80-4b1f-972e-f305ace68c27,111329,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Kunchi,KN2605,Kunchi,20042,Kano,KN, ,Kasuwar Kunchi, , , ,eHA_Polio,Kasuwar Kunchi,No,No,No,No,Yes,No,No,1,HA,8.30169999985515,12.504500000075
8905,d3753c6a-48cf-41af-921d-094eb1320dfe,111328,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Shamakawa,KN2608,Kunchi,20042,Kano,KN, ,Kasuwar Shamakawa, , , ,eHA_Polio,Kasuwar Shamakawa,No,No,No,Yes,No,Yes,Yes,2,HA,8.25740000020988,12.3649999998502
8906,5553c414-dc4c-4613-8e74-4a355fe64c77,111327,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Shuwaki,KN2609,Kunchi,20042,Kano,KN, ,Kasuwar Shuwaki, , , ,eHA_Polio,Kasuwar Shuwaki,No,No,No,Yes,No,No,No,1,HA,8.2458000003698,12.506
8907,bcfc7f33-adbe-4d27-9496-c2d574018bb2,111326,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Hawaden Galadima,KN2007,Kabo,20026,Kano,KN, ,Kasuwar Galandanci, , , ,eHA_Polio,Kasuwar Galandanci,No,No,No,No,Yes,No,No,1,HA,8.2327999998202,11.8663999997602
8908,da6cb0e7-214e-4f15-9f38-ecbfdfb500d1,111325,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Dugabau,KN2001,Kabo,20026,Kano,KN, ,Shagon Alhaji Abdul, , , ,eHA_Polio,Shagon Alhaji Abdul,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,HA,8.23109999966528,11.8065000001749
8909,292c8167-60b7-4f3a-9dac-32c3dc611ba4,111324,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Dugabau,KN2001,Kabo,20026,Kano,KN, ,Shagon Alhaji Isyaku, , , ,eHA_Polio,Shagon Alhaji Isyaku,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,HA,8.22709999956538,11.7856000004397
8910,5f22ac99-93a0-433a-a6a1-3bb150a58a87,111323,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Dugabau,KN2001,Kabo,20026,Kano,KN, ,Shagon Mallam Sule, , , ,eHA_Polio,Shagon Mallam Sule,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,HA,8.22639999966032,11.7816999995554
8911,ab5f9bb0-ebc6-428a-92aa-05aab81904b3,111322,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Dugabau,KN2001,Kabo,20026,Kano,KN, ,Shagon Abdullahi, , , ,eHA_Polio,Shagon Abdullahi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,HA,8.21389999968528,11.8264999997752
8912,97b84042-2418-4f8c-954f-856d705c73d6,111321,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Rimin Dako,KN0307,Bagwai,20038,Kano,KN, ,Kasuwar Turubaiya, , , ,eHA_Polio,Kasuwar Turubaiya,No,Yes,No,No,No,No,No,2,HA,8.1881999998302,12.0806999996054
8913,5668005d-fa9c-4f7d-9b0d-4019d3c08b87,111320,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Wuro Bagga,KN0310,Bagwai,20038,Kano,KN, ,Yar Kasuwa Wuro Bagga, , , ,eHA_Polio,Yar Kasuwa Wuro Bagga,Yes,No,No,No,No,No,No,1,HA,8.11319999998005,12.1652999996953
8914,be781613-1ba3-4425-ae89-6652263297e4,111319,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Gammo,KN2003,Kabo,20026,Kano,KN, ,Kasuwar Fagore, , , ,eHA_Polio,Kasuwar Fagore,No,No,No,No,Yes,No,No,1,HA,8.09160000033978,11.8805999998901
